Street,Full,Lat,Long
Sai Yeung Choi Street North,"Sai Yeung Choi St S, Mong Kok, Hong Kong",22.3196283,114.1699479
Sai Yeung Choi Street South,"Sai Yuen Ln, Sai Ying Pun, Hong Kong",22.2874258,114.1418558
Sai Yuen Lane,"Sai Yun Ln, Shau Kei Wan, Hong Kong",22.2798836,114.230479
Sai Yun Lane,"Saigon St, Yau Ma Tei, Hong Kong",22.3073595,114.1699819
Saigon Street,"Salisbury Rd, Hong Kong",22.2965575,114.1769323
Salisbury Road,"Salvation Army St, Wan Chai, Hong Kong",22.2761632,114.1774018
Salvation Army Street,"Sam Chuk St, San Po Kong, Hong Kong",22.33592,114.1978874
Sam Chuk Street,"Sam Ka Ln, Central, Hong Kong",22.2835322,114.1529327
Sam Ka Lane,"Sam Pan St, Wan Chai, Hong Kong",22.2750301,114.1728475
Sam Pan Street,"Sam To Ln, Sai Wan, Hong Kong",22.2864458,114.1397414
Sam To Lane,"San Francisco Path, Ho Man Tin, Hong Kong",22.3191811,114.1748894
San Francisco Path,"San Ha St, Chai Wan, Hong Kong",22.2646933,114.2424056
San Ha Street,"San Lau St, Hung Hom, Hong Kong",22.3124682,114.1866652
San Lau Street,"San Lee St, Cha Liu Au, Hong Kong",22.332264,114.22443
San Lee Street,"San Ma Tau St, Hong Kong",22.3186818,114.193118
San Ma Tau Street,"San Shan Rd, Hong Kong",22.3204837,114.1899997
San Shan Road,"San Shi St, Ap Lei Chau, Hong Kong",22.2440906,114.1570491
San Shi Street,"Cheung Shun St, Cheung Sha Wan, Hong Kong",22.3363403,114.1472568
San Shun Street,"San Wai St, Hung Hom, Hong Kong",22.3119595,114.1865156
San Wai Street,"Sands St, Sai Wan, Hong Kong",22.2830801,114.130297
Sands Street,"Sandy Bay Rd, Hong Kong",22.2717693,114.1249494
Sandy Bay Road,"Sassoon Rd, Hong Kong",22.266841,114.1282466
Sassoon Road,"Sau Chuk Yuen Rd, Kowloon Tsai, Hong Kong",22.32811,114.1850276
Sau Chuk Yuen Road,"Sau Fung St, Sau Mau Ping, Hong Kong",22.3186245,114.2327189
Sau Fung Street,"Sau Lai St, Hong Kong",22.3199985,114.230211
Sau Lai Street,Hong Kong,22.396428,114.109497
Sau Mau Path,"Sau Mau Ping Rd, Hong Kong",22.3198941,114.2335233
Sau Mau Ping Road,"Sau Ming Rd, Sau Mau Ping, Hong Kong",22.318907,114.2318127
Sau Ming Road,"Sau Nga Rd, Hong Kong",22.3229154,114.2273822
Sau Nga Road,Hong Kong,22.396428,114.109497
Sau Po Street,"Sau Wa Fong, Wan Chai, Hong Kong",22.2757725,114.1694807
Sau Wa Fong,"Sau Yan Path, Ngau Tau Kok, Hong Kong",22.3197789,114.2208797
Sau Yan Path,"Sceneway Rd, Hong Kong",22.3068677,114.2341437
Sceneway Road,"Scenic Villa Dr, Sandy Bay, Hong Kong",22.2691729,114.1250948
Scenic Villa Drive,"School St, Tai Hang, Hong Kong",22.2787936,114.1916413
School Street,"Schooner St, Wan Chai, Hong Kong",22.2753205,114.1699487
Schooner Street,"Science Museum Rd, Hong Kong",22.3012141,114.1786833
Science Museum Path,"Science Museum Rd, Hong Kong",22.3012141,114.1786833
Science Museum Road,"Science Museum Square, Tsim Sha Tsui East, Hong Kong",22.3004341,114.1788811
Science Museum Square,"Scout Path, Tsim Sha Tsui, Hong Kong",22.3024565,114.1691469
Scout Path,"Seaview Promenade, Hong Kong",22.2380782,114.1880761
Seaview Promenade,"Second St, Sai Wan, Hong Kong",22.2861863,114.1413355
Second Lane,"Second St, Sai Wan, Hong Kong",22.2861863,114.1413355
Second Street,"Selkirk Rd, Kowloon Tsai, Hong Kong",22.3312083,114.180192
Selkirk Road,"Severn Rd, The Peak, Hong Kong",22.2697546,114.158186
Severn Road,"Seymour Rd, Mid-level, Hong Kong",22.2823212,114.1496506
Seymour Road,"Seymour Terrace, Mid-level, Hong Kong",22.2812228,114.1500386
Seymour Terrace,"Sha Wan Dr, Sandy Bay, Hong Kong",22.267723,114.125446
Sha Wan Drive,"Sham Mong Rd, Hong Kong",22.3290027,114.1525742
Sham Mong Road,"Sham Mong Rd, Hong Kong",22.3290027,114.1525742
Sham Mong Road,"Sham Shing Rd, Cheung Sha Wan, Hong Kong",22.3337453,114.1484016
Sham Shing Road,"Shamchun St, Mong Kok, Hong Kong",22.3188744,114.1667719
Shamchun Street,"Shan Kwong Rd, Happy Valley, Hong Kong",22.2670728,114.1853468
Shan Kwong Road,"Shan Ming St, Ap Lei Chau, Hong Kong",22.2444803,114.1575006
Shan Ming Street,"Shan Pin Terrace, Shau Kei Wan, Hong Kong",22.2802505,114.2308948
Shan Pin Lane,"Shan Pin Terrace, Shau Kei Wan, Hong Kong",22.2802505,114.2308948
Shan Pin Terrace,"Shanghai St, Hong Kong",22.3133726,114.1692878
Shanghai Street,Hong Kong,22.396428,114.109497
Shansi Street,"Shantung Street, Mong Kok, Hong Kong",22.3175109,114.169705
Shantung Street,"Sharp St E, Causeway Bay, Hong Kong",22.2780164,114.1823348
Sharp Street East,"Sharp St W, Wan Chai, Hong Kong",22.2776242,114.1805677
Sharp Street West,"Shatin Pass Rd, Hong Kong",22.3543948,114.2030266
Shatin Pass Road,"Shau Kei Wan Main St E, Shau Kei Wan, Hong Kong",22.279609,114.230166
Shau Kei Wan Main Street East,"Shau Kei Wan Rd, Hong Kong",22.2803469,114.2249572
Shau Kei Wan Road,"Shek Chan Ln, Sai Wan, Hong Kong",22.2872172,114.1410908
Shek Chan Lane,"Shek Kip Mei St, Hong Kong",22.3292761,114.1647681
Shek Kai Lane,"Shek Ku Lung Rd, Kowloon City, Hong Kong",22.3298512,114.1931138
Shek Kip Mei Street,"Shek Ku St, Hong Kong",22.3199773,114.1803446
Shek Ku Lung Road,"Shek Lung St, Yau Ma Tei, Hong Kong",22.3119615,114.1683263
Shek Ku Street,"Shek O Headland Rd, Shek O, Hong Kong",22.2293269,114.2544713
Shek Lung Street,"Shek O Headland Rd, Shek O, Hong Kong",22.2293269,114.2544713
Shek O Headland,"Shek O Rd, Hong Kong",22.2417678,114.2383553
Shek O Headland Road,"Shek O, Hong Kong",22.2334016,114.2420218
Shek O Road,"Shek O Village Rd, Shek O, Hong Kong",22.2300368,114.252543
Shek O Village,"Shek Pai Wan Rd, Hong Kong",22.2493581,114.1451694
Shek O Village Road,"Shek Tong St, Lo Lung Hang, Hong Kong",22.3128033,114.1870897
Shek Pai Wan Road,"Shell St, Hong Kong",22.2868899,114.1924814
Shek Tong Street,"Shelley St, Hong Kong",22.2810915,114.152304
Shell Street,"Shelter St, Causeway Bay, Hong Kong",22.2792011,114.1885236
Shelley Street,"Shepherd St, Tai Hang, Hong Kong",22.2784735,114.1921704
Shelter Street,"Sheung Foo St, Hong Kong",22.3167553,114.1817842
Shepherd Street,"Sheung Fung Ln, Sai Wan, Hong Kong",22.2859423,114.1413218
Sheung Foo Street,"Sheung Fung St, Hong Kong",22.346022,114.19765
Sheung Fung Lane,"Sheung Hei St, San Po Kong, Hong Kong",22.3377078,114.1975482
Sheung Fung Street,"Sheung Heung Rd, To Kwa Wan, Hong Kong",22.3183278,114.1893454
Sheung Hei Street,"Sheung Shui, Hong Kong",22.50453,114.130111
Sheung Heung Road,"Sheung Hong St, Hong Kong",22.3203344,114.1832593
Sheung Hing Street,"Sheung Kin St, Ho Man Tin, Hong Kong",22.3229537,114.1837837
Sheung Hong Street,"Sheung Lok St, Hong Kong",22.3166011,114.1831596
Sheung Kin Street,"Sheung Mau St, Chai Wan, Hong Kong",22.2714883,114.2417104
Sheung Lok Street,"Sheung On St, Chai Wan, Hong Kong",22.268657,114.2423926
Sheung Mau Street,"Sheung Ping St, Chai Wan, Hong Kong",22.2683977,114.242036
Sheung On Street,"Sheung Shing St, Hong Kong",22.3197052,114.1839672
Sheung Ping Street,"Hong Kong, 將軍澳唐明 街2號",22.3121954,114.2605172
Sheung Shing Street,"Sheung Tat St, Chai Wan, Hong Kong",22.272489,114.242063
Sheung Tak Street,"Sheung Wo St, Quarry Hill, Hong Kong",22.3193006,114.1830103
Sheung Tat Street,"Sheung Yee Rd, Hong Kong",22.3194723,114.2119712
Sheung Wo Street,"Sheung Yuen St, Hong Kong",22.339817,114.203094
Sheung Yee Road,"Sheung Yuet Rd, Kowloon Bay, Hong Kong",22.3217273,114.2089941
Sheung Yuen Street,"Shim Luen St, Ma Tau Kok, Hong Kong",22.3211883,114.1928039
Sheung Yuet Road,"Shin Hing St, Central, Hong Kong",22.2839687,114.1521802
Shim Luen Street,"Kai Tak, Hong Kong",22.315642,114.20958
Shin Hing Street,"Shing Fung Rd, Hong Kong",22.3127329,114.2083261
Shing Cheong Road,"Shing Hong Ln, Pak Sha Wan, Hong Kong",22.2789039,114.2395388
Shing Fung Road,"Shing Kai Rd, Kai Tak, Hong Kong",22.3255213,114.2012556
Shing Hong Lane,"Shing Man Ln, Pak Sha Wan, Hong Kong",22.2758632,114.2389992
Shing Kai Road,"Shing On Ln, Sai Wan Ho, Hong Kong",22.2813063,114.2207658
Shing Man Lane,"Ko Shing St, Sheung Wan, Hong Kong",22.2870511,114.1462669
Shing On Lane,"Shing Ping St, Happy Valley, Hong Kong",22.2680659,114.186946
Shing On Street,"Shing Sai Rd, Sai Wan, Hong Kong",22.2862948,114.1311977
Shing Ping Street,"Shop B, G/F, China Merchants Tower, 152-155 Connaught Rd C, Sheung Wan, Hong Kong, Hong Kong",22.28743,114.15106
Shing Sai Road,"Shing Tai Ln, Pak Sha Wan, Hong Kong",22.2723785,114.2402094
Shing Shun Road,"Shing Tai Rd, Hong Kong",22.2761156,114.2408229
Shing Tai Lane,"Shing Tak St, Ma Tau Wai, Hong Kong",22.3235792,114.1875793
Shing Tai Road,"Shing Wong St, Hong Kong",22.2834314,114.1512538
Shing Tak Street,"Shing Yip St, Kwun Tong, Hong Kong",22.3099072,114.226749
Shing Wong Street,"Ship St, Wan Chai, Hong Kong",22.2757347,114.1706424
Shing Yip Street,"Shipyard Ln, Hong Kong",22.2850095,114.2144545
Ship Street,"Shiu Fai Terrace, Wan Chai, Hong Kong",22.2722031,114.1765473
Shipyard Lane,"Shiu Kin Ln, Wan Chai, Hong Kong",22.2753711,114.1780046
Shiu Fai Terrace,"Short St, Kowloon Tsai, Hong Kong",22.3268816,114.1832632
Shiu Kin Lane,"Shouson Hill Rd, Deep Water Bay, Hong Kong",22.248379,114.1799773
Short Street,"Shouson Hill Rd E, Deep Water Bay, Hong Kong",22.2484204,114.1831327
Shouson Hill Road,"Shouson Hill Rd W, Deep Water Bay, Hong Kong",22.2511618,114.1808275
Shouson Hill Road East,"Shu Kuk St, North Point, Hong Kong",22.291798,114.200163
Shouson Hill Road West,"Shui Ning St, Kwun Tong, Hong Kong",22.3162882,114.2246939
Shu Kuk Street,Hong Kong,22.396428,114.109497
Shui Ning Street,"Shui Wo St, Kwun Tong, Hong Kong",22.3162765,114.2257795
Shui Sau Street,"Shum Wan Pier Dr, Wong Chuk Hang, Hong Kong",22.2449132,114.1650937
Shui Wo Street,"Shum Wan Rd, Wong Chuk Hang, Hong Kong",22.240743,114.1662784
Shum Wan Pier Drive,"Shun Chi St, Cha Liu Au, Hong Kong",22.3323231,114.2266909
Shum Wan Road,"Shun Ching St, Cha Liu Au, Hong Kong",22.3317115,114.2245558
Shun Chi Street,"Shun Fu St, Sai Wan Ho, Hong Kong",22.2837675,114.221494
Shun Ching Street,"Shun Fung St, To Kwa Wan, Hong Kong",22.315576,114.191979
Shun Fu Street,"Shun King St, Cha Liu Au, Hong Kong",22.3297956,114.2265491
Shun Fung Street,"Shun Lee Tsuen Rd, Cha Liu Au, Hong Kong",22.3281997,114.2248374
Shun King Street,"Shun Ning Rd, Hong Kong",22.3378713,114.1580614
Shun Lee Tsuen Road,"Shun On Rd, Cha Liu Au, Hong Kong",22.3263109,114.2276256
Shun Ning Road,"Shun Tai Rd, Chai Wan, Hong Kong",22.2703358,114.2390561
Shun On Road,"Shun Yee St, Tsim Sha Tsui, Hong Kong",22.3002219,114.1742722
Shun Tai Road,"Shun Yip St, Hong Kong",22.316139,114.214168
Shun Yee Street,"Shun Yung St, Hung Hom, Hong Kong",22.311423,114.1849373
Shun Yip Street,"Shung King St, Hung Hom, Hong Kong",22.3039672,114.1895293
Shun Yung Street,"Shung Ling St, San Po Kong, Hong Kong",22.3351996,114.1956875
Shung King Street,"Shung Shun St, Hong Kong",22.292062,114.237259
Shung Ling Street,"Shung Tak Wai, Yau Tong, Hong Kong",22.2946186,114.2344745
Shung Shun Street,"Shung Wah St, Hong Kong",22.3464163,114.1987118
Shung Tak Wai,"Shung Wo Path, Yau Tong, Hong Kong",22.2928145,114.2346925
Shung Wah Street,"Shung Yan Circuit, Kwun Tong, Hong Kong",22.3158808,114.2247594
Shung Wo Path,"Shung Yan St, Kwun Tong, Hong Kong",22.3159258,114.2240203
Shung Yan Circuit,"Shung Yiu St, Yau Tong, Hong Kong",22.294557,114.235684
Shung Yan Street,"Sik On St, Wan Chai, Hong Kong",22.275736,114.1700442
Shung Yiu Street,"Sin Fat Rd, Hong Kong",22.305686,114.230515
Sik On Street,"Sing Woo Cres, Happy Valley, Hong Kong",22.2667645,114.1880482
Sin Fat Road,"Sing Woo Rd, Happy Valley, Hong Kong",22.2680521,114.1866903
Sing Woo Crescent,"Siu Cheung Fong, Sai Wan, Hong Kong",22.2872573,114.1396696
Sing Woo Road,"Siu Sai Wan Rd, Hong Kong",22.2635107,114.2491078
Siu Cheung Fong,"Siu Yip St, Kowloon Bay, Hong Kong",22.320345,114.213019
Siu Sai Wan Road,Hong Kong,22.396428,114.109497
Siu Yip Street,"Smithfield, Hong Kong",22.2804782,114.1291455
Skymaster Drive,"Soares Ave, Ho Man Tin, Hong Kong",22.3192803,114.1751104
Smithfield,"Somerset Rd, Kowloon Tong, Hong Kong",22.337867,114.177791
Soares Avenue,"S Bay Cl, Repulse Bay, Hong Kong",22.2384201,114.200899
Somerset Road,"S Bay Path, Repulse Bay, Hong Kong",22.2367052,114.1979645
South Bay Close,"S Bay Rd, Repulse Bay, Hong Kong",22.2311777,114.1986995
South Bay Path,"South Horizon Drive, Ap Lei Chau, Hong Kong",22.2433167,114.1466324
South Bay Road,"Laguna St S, Laguna City, Hong Kong",22.304929,114.228026
South Horizon Drive,"South Ln, Sai Wan, Hong Kong",22.2855216,114.1343298
South Laguna Street,"S Wall Rd, Hong Kong",22.3291046,114.1909506
South Lane,"Soy St, Mong Kok, Hong Kong",22.3166153,114.1702205
South Wall Road,"Sports Rd, Hong Kong",22.275623,114.1819475
Soy Street,"Spring Garden Ln, Wan Chai, Hong Kong",22.2751659,114.1725306
Sports Road,"Square St, Tai Ping Shan, Hong Kong",22.2843971,114.1494895
Spring Garden Lane,"St Francis St, Wan Chai, Hong Kong",22.2758279,114.169144
Square Street,"St Francis Yard, Wan Chai, Hong Kong",22.27618,114.1690406
St. Francis Street,"St John's Ln, Kadoorie Hill, Hong Kong",22.3236886,114.1785979
St. Francis Yard,"St Joseph's Path, Central, Hong Kong",22.2768061,114.1590314
St. John's Lane,"St Joseph's Terrace, Hong Kong",22.2784083,114.1539623
St. Joseph's Path,"St Stephen's Ln, Hong Kong",22.2843819,114.1421642
St. Joseph's Terrace,"Stadium Path, Hong Kong",22.2740578,114.1874493
St. Stephen's Lane,"Stafford Rd, Kowloon Tong, Hong Kong",22.3314714,114.1779556
Stadium Path,"Stanley Beach Rd, Stanley, Hong Kong",22.2217985,114.2138349
Stafford Road,"Stanley Gap Rd, Hong Kong",22.2245712,114.2093264
Stanley Beach Road,"Stanley Link Rd, Stanley, Hong Kong",22.2199763,114.213988
Stanley Gap Road,"Stanley Main St, Stanley, Hong Kong",22.2185522,114.2114736
Stanley Link Road,"Stanley Market Rd, Stanley, Hong Kong",22.218586,114.2116136
Stanley Main Street,"Stanley Mound Rd, Stanley, Hong Kong",22.2214618,114.2127965
Stanley Market Road,"Stanley New St, Stanley, Hong Kong",22.2188601,114.2126005
Stanley Mound Road,"Stanley St, Central, Hong Kong",22.2827288,114.1552448
Stanley New Street,"Stanley Village Rd, Stanley, Hong Kong",22.2210951,114.2119807
Stanley Street,"Star St, Wan Chai, Hong Kong",22.2762207,114.1681758
Stanley Village Road,"Station Ln, Hung Hom, Hong Kong",22.308229,114.185272
Star Street,"Staunton St, Hong Kong",22.2823763,114.1523449
Station Lane,"Staveley St, Central, Hong Kong",22.2838815,114.153642
Staunton Street,"Stewart Rd, Wan Chai, Hong Kong",22.2788237,114.1767244
Staveley Street,"Stewart Terrace, 81-95 Peak Rd, The Peak, Hong Kong",22.2652208,114.1542931
Stewart Road,"Stirling Rd, Ma Tau Wai, Hong Kong",22.3266447,114.1873871
Stewart Terrace,"Stone Nullah Ln, Wan Chai, Hong Kong",22.2744181,114.173862
Stirling Road,"Stubbs Rd, Hong Kong",22.2683891,114.1770082
Stone Nullah Lane,"Suffolk Rd, Kowloon Tong, Hong Kong",22.336835,114.177923
Stubbs Road,"Sugar St, Causeway Bay, Hong Kong",22.2799282,114.1868086
Suffolk Road,"Siu Lun St, Tuen Mun, Hong Kong",22.3855435,113.9770052
Sugar Street,"Sui Man Ln, Chai Wan, Hong Kong",22.2617662,114.2339879
Sui Lun Street,"Sui Man Rd, Chai Wan, Hong Kong",22.261953,114.233889
Sui Man Lane,"3888 Main St, Vancouver, BC V5V 3N9, Canada",49.25041969999999,-123.1007155
Sui Man Road,"Sun Chun St, Tai Hang, Hong Kong",22.2782263,114.1923298
Sui Wah Terrace,"Sun St, Wan Chai, Hong Kong",22.2765383,114.1683838
Sun Chun Street,"Sun Sing St, Shau Kei Wan, Hong Kong",22.279299,114.2249808
Sun On Street,"Sun St, Wan Chai, Hong Kong",22.2765383,114.1683838
Sun Sing Street,"Sun Wui Rd, Causeway Bay, Hong Kong",22.277658,114.184647
Sun Street,"Sun Yip St, Chai Wan, Hong Kong",22.2674909,114.2467382
Sun Wui Road,"1 Hereford Rd, Kowloon Tong, Hong Kong",22.3341313,114.1804928
Sun Yip Street,"Sung Chi St, Hung Hom, Hong Kong",22.3109383,114.1883331
Sunderland Road,"Sung Hing Ln, Sai Ying Pun, Hong Kong",22.2874292,114.142673
Sung Chi Street,"Sung Kit St, Hung Hom, Hong Kong",22.3118287,114.1886379
Sung Hing Lane,"Sung On St, Hong Kong",22.3129843,114.1896333
Sung Kit Street,"Sung Ping St, Hung Hom, Hong Kong",22.3111322,114.1912141
Sung On Street,"Sung Tak St, Wan Chai, Hong Kong",22.2756711,114.1797157
Sung Ping Street,"Sung Wong Toi Rd, Hong Kong",22.3232875,114.1917193
Sung Tak Street,"Sung Yin Ln, Wan Chai, Hong Kong",22.2768012,114.1796933
Sung Wong Toi Road,"Sunning Rd, Causeway Bay, Hong Kong",22.2779978,114.1853998
Sung Yin Lane,"Supreme Ct Rd, Central, Hong Kong",22.2768649,114.1641561
Sunning Road,"Surrey Ln, Kowloon Tong, Hong Kong",22.3295197,114.1765034
Supreme Court Road,"Sutherland St, Sheung Wan, Hong Kong",22.2875334,114.1458609
Surrey Lane,"Swatow St, Wan Chai, Hong Kong",22.2757557,114.1716995
Sutherland Street,"Sycamore St, Tai Kok Tsui, Hong Kong",22.325292,114.163688
Swatow Street,"Sze Chuen St, To Kwa Wan, Hong Kong",22.3165258,114.1884608
Sycamore Street,"Sze Mei St, San Po Kong, Hong Kong",22.3369564,114.2010273
Sze Chuen Street,"Sze Shan St, Yau Tong, Hong Kong",22.2936353,114.2359645
Sze Mei Street,"Tai Cheong St, Sai Wan Ho, Hong Kong",22.2836255,114.2203555
Sze Shan Street,"Tai Ching St, Tai Kok Tsui, Hong Kong",22.3217047,114.1613277
Tai Cheong Street,"Tai Foo St, Sai Wan Ho, Hong Kong",22.283039,114.220458
Tai Ching Street,"Tai Fung Ave, Taikoo Shing, Hong Kong",22.2862845,114.2181896
Tai Foo Street,"Tai Hang Dr, Tai Hang, Hong Kong",22.2743885,114.1941623
Tai Fung Avenue,"Tai Hang Rd, Hong Kong",22.2703343,114.1910566
Tai Hang Drive,"Tai Hang Sai St, Hong Kong",22.333334,114.1694353
Tai Hang Road,"Tai Hang Tung Rd, Hong Kong",22.3309133,114.1716219
Tai Hang Sai Street,"Tai Hom Rd, Tai Hom, Hong Kong",22.3405763,114.2010875
Tai Hang Tung Road,"Tai Hong St, Hong Kong",22.2847485,114.223465
Tai Hom Road,"Tai Kok Tsui Rd, Tai Kok Tsui, Hong Kong",22.32233,114.1620152
Tai Hong Street,"Tai Lok St, Sai Wan Ho, Hong Kong",22.282644,114.220784
Tai Kok Tsui Road,"Tai Man St, Chai Wan, Hong Kong",22.2670046,114.2343539
Tai Lok Street,"Tai Mou Ave, Taikoo Shing, Hong Kong",22.2867707,114.21656
Tai Man Street,"Tai Nan St, Hong Kong",22.3270569,114.1634425
Tai Mou Avenue,"Tai Nan St, Hong Kong",22.3270569,114.1634425
Tai Nan Street,"Tai Nan W St, Cheung Sha Wan, Hong Kong",22.3378014,114.1493475
Tai Nan Street,"Tai Ning St, Sai Wan Ho, Hong Kong",22.2821762,114.221088
Tai Nan West Street,"Tai On St, Hong Kong",22.2833374,114.2235701
Tai Ning Street,"Tai On Terrace, Tai Ping Shan, Hong Kong",22.2844089,114.1473023
Tai On Street,"Tai Pak Terrace, Kennedy Town, Hong Kong",22.2831124,114.1308985
Tai On Terrace,"Tai Ping Shan St, Tai Ping Shan, Hong Kong",22.2846294,114.1484469
Tai Pak Terrace,"Tai Po Rd, Hong Kong",22.3708315,114.1739716
Tai Ping Shan Street,"Tai Shek St, Sai Wan Ho, Hong Kong",22.281536,114.221258
Tai Po Road,"Tai Shing St, Hong Kong",22.337687,114.193752
Tai Shek Street,"Tai Tak St, Shau Kei Wan, Hong Kong",22.2777605,114.2289738
Tai Shing Street,"Tai Tam Reservoir Rd, Hong Kong",22.2494755,114.2131517
Tai Tak Street,"Tai Tam Rd, Hong Kong",22.2482564,114.2231037
Tai Tam Reservoir Road,"Tai Tsun St, Tai Kok Tsui, Hong Kong",22.3219671,114.160839
Tai Tam Road,"Tai Tung St, Hong Kong",22.3370911,114.193475
Tai Tsun Street,"Tai Wan Rd, Hung Hom, Hong Kong",22.3078573,114.1884934
Tai Tung Street,"Tai Wan Rd E, Hung Hom, Hong Kong",22.3075304,114.1917085
Tai Wan Road,"Tai Wing Ave, Quarry Bay, Hong Kong",22.2866585,114.2200032
Tai Wan Road East,"Tai Po Rd, Hong Kong",22.3708315,114.1739716
Tai Wing Avenue,"Tai Woh Ping Rd, Tai Woh Ping, Hong Kong",22.34085,114.1635104
Tai Wo Street,"Tai Wing Ln, Tai Po, Hong Kong",22.4474001,114.1667733
Tai Woh Ping Road,"Tai Wong St E, Wan Chai, Hong Kong",22.2759051,114.1713905
Tai Wong Lane,"Tai Wong St W, Wan Chai, Hong Kong",22.2759252,114.1710367
Tai Wong Street East,"Tai Yau St, Hong Kong",22.3373601,114.1981676
Tai Wong Street West,"Tai Yip Ln, Hong Kong",22.3185684,114.213121
Tai Yau Street,"Tai Yip St, Hong Kong",22.3174201,114.2143573
Tai Yip Lane,"Tai Yue Ave, Quarry Bay, Hong Kong",22.2868726,114.2150493
Tai Yip Street,"Tai Yuen St, Wan Chai, Hong Kong",22.2753198,114.1733183
Tai Yue Avenue,"Tai Koo Shing Rd, Hong Kong",22.2861883,114.2169157
Tai Yuen Street,"12 Tai Koo Wan Rd, Quarry Bay, Hong Kong",22.287561,114.2181904
Taikoo Shing Road,"Tak Cheong Ln, Yau Ma Tei, Hong Kong",22.3129685,114.1676757
Taikoo Wan Road,"Tak Cheong St, Hong Kong",22.3148916,114.166997
Tak Cheong Lane,"Tak Fung St, Hung Hom, Hong Kong",22.3032665,114.1899441
Tak Cheong Street,"Tak Hing St, Yau Ma Tei, Hong Kong",22.3047249,114.1721238
Tak Fung Street,"Tak Hong St, Hung Hom, Hong Kong",22.305739,114.1906972
Tak Hing Street,"Tak Ku Ling Rd, Kowloon City, Hong Kong",22.3295141,114.1915149
Tak Hong Street,"Tak Man St, Hung Hom, Hong Kong",22.3060343,114.1879363
Tak Ku Ling Road,"Tak On St, Hung Hom, Hong Kong",22.304401,114.190536
Tak Man Street,"Tak Shing St, Yau Ma Tei, Hong Kong",22.304038,114.172851
Tak On Street,"Tak Sing Ln, Sai Wan, Hong Kong",22.2859889,114.1419252
Tak Shing Street,"Tak Tin St, Lam Tin, Hong Kong",22.3098806,114.2358778
Tak Sing Lane,"Tak Ting St, Hung Hom, Hong Kong",22.3048141,114.1911468
Tak Tin Street,"G/F & 1/F, Hong Kong Chinese Bank Causeway Bay Center, 42-44 Yee Wo Street, Causeway Bay, Hong Kong",22.2795905,114.1857059
Tak Ting Street,"Tak Yan St, Wan Chai, Hong Kong",22.277465,114.1783796
Tak Wo Street,"Taku St, Hung Hom, Hong Kong",22.3067231,114.1863419
Tak Yan Street,"Tam Kung Rd, Hong Kong",22.322533,114.188438
Taku Street,"Tam Kung Temple Road, A Kung Ngam, Hong Kong",22.2826512,114.2330496
Tam Kung Road,"Tai Tam Rd, Hong Kong",22.2482564,114.2231037
Tam Kung Temple Road,"Tamar St, Central, Hong Kong",22.2793847,114.1642342
Tam Lane,"Tang Fung St, Hong Kong",22.2493219,114.1493482
Tamar Street,"Tang Lung St, Bowrington, Hong Kong",22.2791399,114.1820971
Tang Fung Street,"Tank Ln, Tai Ping Shan, Hong Kong",22.2841615,114.1492623
Tang Lung Street,"Tanner Rd, North Point, Hong Kong",22.2905022,114.2019459
Tank Lane,"Tat Chee Ave, Hong Kong",22.3333849,114.1755126
Tanner Road,"Tat Hong Ave, Beacon Hill, Hong Kong",22.3402396,114.1702003
Tat Chee Avenue,"Tat Yeung Rd, Lai Chi Kok, Hong Kong",22.3377193,114.1329812
Tat Hong Avenue,"Temple St, Yau Ma Tei, Hong Kong",22.3073082,114.1702215
Tat Yeung Road,"244 Davy St, Niagara-on-the-Lake, ON L0S 1J0, Canada",43.2528851,-79.0700531
Temple Street,"Theatre Ln, Central, Hong Kong",22.2821526,114.1569015
The Governor's Walk,"Third St, Sai Wan, Hong Kong",22.2857079,114.1405349
Theatre Lane,"Third St, Sai Wan, Hong Kong",22.2857079,114.1405349
Third Lane,"Thistle St, Mong Kok, Hong Kong",22.317498,114.1672329
Third Street,"Thomson Rd, Wan Chai, Hong Kong",22.2770709,114.1734025
Thistle Street,"Tin Po (tien Poa) St, Wan Chai, Hong Kong",22.2767679,114.16805
Thomson Road,Hong Kong,22.396428,114.109497
Tien Poa Street,"Tim Fuk Rd, Kowloon Tong, Hong Kong",22.336242,114.1777908
Tik Lung Lane,"Tim Mei Ave, Admiralty, Hong Kong",22.280003,114.1664319
Tim Fuk Road,"Tim Wa Ave, Central, Hong Kong",22.2811722,114.1645142
Tim Mei Avenue,"Tin Chiu St, Hong Kong",22.2923668,114.2029739
Tim Wa Avenue,"Tin Chong St, North Point, Hong Kong",22.2904358,114.1951067
Tin Chiu Street,"Tin Hau Temple Rd, Hong Kong",22.287815,114.1994787
Tin Chong Street,"Tin Heung St, Kwun Tong, Hong Kong",22.313536,114.227582
Tin Hau Temple Road,"Tin Kwong Rd, Hong Kong",22.3220103,114.1847772
Tin Heung Street,"Tin Lok Ln, Wan Chai, Hong Kong",22.2784699,114.1796888
Tin Kwong Road,"Tin Wan Cl, Tin Wan, Hong Kong",22.2503682,114.1492016
Tin Lok Lane,"Tin Wan Hill Rd, Tin Wan, Hong Kong",22.2502282,114.1475319
Tin Wan Close,"Tin Wan New St, Tin Wan, Hong Kong",22.2513718,114.1506664
Tin Wan Hill Road,"Tin Wan Praya Rd, Hong Kong",22.2486153,114.1441114
Tin Wan New Street,"Tin Wan St, Tin Wan, Hong Kong",22.2500719,114.1496302
